template_name,alkyne_name,template_smi,alkyne_smi,molecule_smi,synthesis_success,synthesis_success_prob,is_experiment_x,abl1_pIC50,abl1_pIC50_std
8-3,22-18,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cccc(C#N)c1,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cccc(C#N)c1,1,0.7221081131110451,0,5.009767642977476,7.039893396806342
8-3,22-19,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cccc(F)c1,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cccc(F)c1,1,1.0,1,5.0,1.0
8-3,22-20,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1ccc(F)cc1,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccc(F)cc1,1,1.0,1,5.0,1.0
8-3,22-21,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cncnc1,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cncnc1,1,0.9824217149827358,0,6.571291675313388,7.070223340609043
8-3,22-22,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc(Nc2ccccc2)nc1,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc(Nc2ccccc2)nc1,0,0.35132094220382626,0,6.671360622410951,7.084161273702535
8-3,22-23,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1ccc(N)nc1,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccc(N)nc1,1,1.0,1,6.7447274948966935,1.0
8-3,22-24,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1ccccc1F,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccccc1F,1,0.9876988524201714,0,5.009344225334287,7.036459689040103
8-3,22-25,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C[Si](C)(C)C#Cc1cnc2nccn2c1,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2nccn2c1,0,0.016413002629128474,0,6.589953029809757,7.084489577428581
8-3,22-26,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C[Si](C)(C)C#Cc1cncc2nc[nH]c12,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cncc2nc[nH]c12,1,0.9840750491012802,0,7.005238953570919,7.076437073068381
8-3,22-27,Cc1ccc(C(=O)Nc2ccc(CN3CCC(O)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc(C)s1,Cc1ncc(C#Cc2cc(C(=O)Nc3ccc(CN4CCC(O)CC4)c(C(F)(F)F)c3)ccc2C)s1,0,0.20180646158922486,0,6.5265164239554965,7.090964747535152
8-4,22-1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2ccc(C(=N)OC)cn12,COC(=N)c1ccc2ncc(C#Cc3cc(C(=O)Nc4ccc(Cn5ccnc5)c(C(F)(F)F)c4)ccc3C)n2c1,0,0.1408779845265962,0,6.746155671157657,7.05635357630805
8-4,22-2,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2ccccn12,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cnc2ccccn12,1,0.916663954298715,0,7.180718086132228,7.058653773849477
8-4,22-3,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2ccc(C(F)(F)F)cn12,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cnc2ccc(C(F)(F)F)cn12,0,0.16932891356311192,0,6.8617700508540205,7.065187958128536
8-4,22-4,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2cccnn12,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,0,0.0,1,7.02111178138508,7.071455570139432
8-4,22-5,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cncc2nccn12,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cncc2nccn12,1,1.0,1,7.769551078621726,1.0
8-4,22-6,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2cnccn12,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cnccn12,0,0.0,1,8.074944928490543,7.072786203902993
8-4,22-7,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cncn1C,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cncn1C,1,0.8969924427740583,0,6.83296736912807,7.050737429390858
8-4,22-8,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1ccccn1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1ccccn1,1,1.0,1,5.0,1.0
8-4,22-9,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cnccn1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cnccn1,0,0.024678794195072188,0,6.649100937951318,7.052724574527492
8-4,22-10,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2ccccc2n1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cnc2ccccc2n1,1,0.9508820914175036,0,6.723423602148618,7.061858448118661
8-4,22-11,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2[nH]ccc2n1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ccc2n1,1,0.8969924427740583,0,6.6651719573441195,7.077705190982819
8-4,22-12,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2cccnc2c1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnc2c1,1,0.8969924427740583,0,6.630746789719609,7.0624297250779815
8-4,22-13,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2scnc2c1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cnc2scnc2c1,1,0.8969924427740583,0,6.52612085002712,7.064784356329916
8-4,22-14,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2cn[nH]c2c1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cn[nH]c2c1,0,0.06631546234195261,0,7.052344803829003,7.058314360925952
8-4,22-15,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cccnc1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cccnc1,1,0.5226940130774254,0,6.588335945489381,7.045783479679118
8-4,22-16,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1ccncc1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1ccncc1,1,0.9421226590384888,0,4.99429266217276,7.035219477445287
8-4,22-17,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1ccccc1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1ccccc1,1,1.0,1,5.0,1.0
8-4,22-18,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cccc(C#N)c1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cccc(C#N)c1,1,0.6709058149845379,0,5.015660792042238,7.032266791145246
8-4,22-19,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cccc(F)c1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cccc(F)c1,1,1.0,1,5.0,1.0
8-4,22-20,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1ccc(F)cc1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1ccc(F)cc1,1,0.9418815679465068,0,5.000099749001828,7.032443502574961
8-4,22-21,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cncnc1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cncnc1,1,0.8969924427740583,0,6.596606395948184,7.049031978632501
8-4,22-22,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc(Nc2ccccc2)nc1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cnc(Nc2ccccc2)nc1,1,0.7616413368882567,0,6.698692929655525,7.057301292050078
8-4,22-23,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1ccc(N)nc1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1ccc(N)nc1,1,0.844147815437749,0,6.615556389666686,7.0621109768715655
8-4,22-24,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1ccccc1F,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1ccccc1F,1,0.9729074311940336,0,5.009437534434143,7.037935178362537
8-4,22-25,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C[Si](C)(C)C#Cc1cnc2nccn2c1,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cnc2nccn2c1,0,0.0,1,6.614490596677163,7.065469842526611
8-4,22-26,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C[Si](C)(C)C#Cc1cncc2nc[nH]c12,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cncc2nc[nH]c12,0,0.0,1,7.021731134608103,7.0624846016254175
8-4,22-27,Cc1ccc(C(=O)Nc2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc(C)s1,Cc1ncc(C#Cc2cc(C(=O)Nc3ccc(Cn4ccnc4)c(C(F)(F)F)c3)ccc2C)s1,0,0.0867576384489705,0,6.574823618879496,7.065828348179162
8-5,22-1,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cnc2ccc(C(=N)OC)cn12,COC(=N)c1ccc2ncc(C#Cc3cc(C(=O)Nc4ccccc4)ccc3C)n2c1,1,1.0,1,5.0,1.0
8-5,22-2,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cnc2ccccn12,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cnc2ccccn12,1,0.9785506601259422,0,5.62047847186817,7.08810563639881
8-5,22-3,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cnc2ccc(C(F)(F)F)cn12,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cnc2ccc(C(F)(F)F)cn12,1,0.975191531722748,0,5.436496475065896,7.071278816751224
8-5,22-4,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cnc2cccnn12,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cnc2cccnn12,1,0.9420538042188311,0,5.505874394787568,7.066048931863846
8-5,22-5,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cncc2nccn12,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cncc2nccn12,1,0.9292914535489076,0,5.991600488736651,7.063433228923875
8-5,22-6,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cnc2cnccn12,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cnc2cnccn12,1,0.7422014196252514,0,6.200378726527234,7.082417173259196
8-5,22-7,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cncn1C,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cncn1C,1,0.9876988524201714,0,5.153331198725102,7.071866746552405
8-5,22-8,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1ccccn1,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1ccccn1,1,0.9843155436372769,0,4.878591450214541,7.046735008923226
8-5,22-9,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cnccn1,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cnccn1,0,0.04147159169441181,0,5.215095611857132,7.081209338958293
8-5,22-10,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cnc2ccccc2n1,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cnc2ccccc2n1,1,0.9876988524201714,0,5.268981119240389,7.059329265558085
8-5,22-11,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cnc2[nH]ccc2n1,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cnc2[nH]ccc2n1,1,0.9876988524201714,0,5.28744397842262,7.067864049141585
8-5,22-12,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cnc2cccnc2c1,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cnc2cccnc2c1,1,1.0,1,5.221848749616356,1.0
8-5,22-13,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cnc2scnc2c1,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cnc2scnc2c1,1,1.0,1,5.0,1.0
8-5,22-14,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cnc2cn[nH]c2c1,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cnc2cn[nH]c2c1,0,0.2175491653088375,0,5.825031393304288,7.066953482871152
8-5,22-15,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cccnc1,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cccnc1,1,0.8063742936793074,0,5.197465008476529,7.057102990482734
8-5,22-16,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1ccncc1,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1ccncc1,1,0.9844314589791756,0,4.961541824901934,7.042252118088433
8-5,22-17,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1ccccc1,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1ccccc1,1,1.0,1,5.0,1.0
8-5,22-18,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cccc(C#N)c1,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cccc(C#N)c1,1,1.0,1,5.0,1.0
8-5,22-19,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cccc(F)c1,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cccc(F)c1,1,0.9878733106601282,0,4.991482502696567,7.038596345628663
8-5,22-20,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1ccc(F)cc1,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1ccc(F)cc1,1,0.9876988524201714,0,4.9726002558683575,7.0479351271471185
8-5,22-21,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cncnc1,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cncnc1,1,0.9856686813705647,0,5.234578842378826,7.0519932636860245
8-5,22-22,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cnc(Nc2ccccc2)nc1,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cnc(Nc2ccccc2)nc1,0,0.0,1,5.248230725143436,7.062088865031435
8-5,22-23,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1ccc(N)nc1,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1ccc(N)nc1,1,0.9888585674232213,0,5.181990167669432,7.067170591153796
8-5,22-24,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1ccccc1F,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1ccccc1F,1,1.0,1,5.0,1.0
8-5,22-25,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C[Si](C)(C)C#Cc1cnc2nccn2c1,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cnc2nccn2c1,1,0.8207531415001288,0,5.288656122014556,7.062012226657206
8-5,22-26,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C[Si](C)(C)C#Cc1cncc2nc[nH]c12,Cc1ccc(C(=O)Nc2ccccc2)cc1C#Cc1cncc2nc[nH]c12,1,0.9861259029374655,0,5.673407290920806,7.060767442595487
8-5,22-27,Cc1ccc(C(=O)Nc2ccccc2)cc1I,C#Cc1cnc(C)s1,Cc1ncc(C#Cc2cc(C(=O)Nc3ccccc3)ccc2C)s1,1,1.0,1,5.096910013008056,1.0
16-1,22-1,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2ccc(C(=N)OC)cn12,COC(=N)c1ccc2ncc(C#Cc3cc(NC(=O)c4ccc(CN5CCN(C)CC5)c(C(F)(F)F)c4)ccc3C)n2c1,1,0.8419795421539681,0,7.420005775411013,7.1225665243035055
16-1,22-2,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2ccccn12,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2ccccn12,1,1.0,1,8.045757490560675,1.0
16-1,22-3,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2ccc(C(F)(F)F)cn12,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2ccc(C(F)(F)F)cn12,1,1.0,1,7.619788758288394,1.0
16-1,22-4,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2cccnn12,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,1,1.0,1,7.346787486224656,1.0
16-1,22-5,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cncc2nccn12,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cncc2nccn12,0,0.0,1,9.259379983836151,7.33923345937726
16-1,22-6,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2cnccn12,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cnccn12,1,1.0,1,9.0,1.0
16-1,22-7,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cncn1C,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cncn1C,1,1.0,1,7.958607314841775,1.0
16-1,22-8,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1ccccn1,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccccn1,1,0.9842781971447956,0,5.874562095810406,7.103953265421729
16-1,22-9,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnccn1,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnccn1,0,0.06286680371934661,0,7.296047646991991,7.128618278470865
16-1,22-10,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2ccccc2n1,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2ccccc2n1,1,0.9876988524201714,0,7.373149452316322,7.1340525434656215
16-1,22-11,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2[nH]ccc2n1,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ccc2n1,1,0.9840750491012802,0,7.325938188035515,7.107006488464632
16-1,22-12,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2cccnc2c1,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnc2c1,1,0.9453842173359079,0,7.29759672744246,7.136954465331602
16-1,22-13,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2scnc2c1,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2scnc2c1,1,0.9840750491012802,0,7.0804778718212225,7.179592689245841
16-1,22-14,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc2cn[nH]c2c1,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cn[nH]c2c1,0,0.0,1,7.5092453027686075,7.123083909844198
16-1,22-15,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cccnc1,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cccnc1,1,0.8175159427733314,0,7.2089528606909425,7.144183286314016
16-1,22-16,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1ccncc1,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccncc1,1,0.9664246865823124,0,5.900373730081353,7.099731620633452
16-1,22-17,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1ccccc1,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccccc1,1,0.9876988524201714,0,5.9208726634293285,7.126794771654594
16-1,22-18,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cccc(C#N)c1,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cccc(C#N)c1,1,0.66898267431585,0,5.934447857077945,7.110602331489929
16-1,22-19,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cccc(F)c1,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cccc(F)c1,1,0.9840750491012802,0,5.905133755035312,7.115520600143313
16-1,22-20,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1ccc(F)cc1,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccc(F)cc1,1,1.0,1,5.769551078621726,1.0
16-1,22-21,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cncnc1,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cncnc1,1,0.9824217149827358,0,7.296332001960221,7.131216547465242
16-1,22-22,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1cnc(Nc2ccccc2)nc1,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc(Nc2ccccc2)nc1,1,0.8125629332195097,0,7.317565007128988,7.148477765027915
16-1,22-23,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1ccc(N)nc1,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccc(N)nc1,1,0.9855714145331566,0,7.185690303166481,7.131845423440205
16-1,22-24,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C#Cc1ccccc1F,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccccc1F,1,0.9876988524201714,0,5.963567261718478,7.100432203906163
16-1,22-25,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C[Si](C)(C)C#Cc1cnc2nccn2c1,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2nccn2c1,0,0.0,1,7.271296431454467,7.133343830974623
16-1,22-26,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I,C[Si](C)(C)C#Cc1cncc2nc[nH]c12,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cncc2nc[nH]c12,1,1.0,1,7.795880017344075,1.0
